title,rating,body,author,date,processed_body
Funciona muy bien,"4,0 de 5 estrellas","Funciona muy bien, es rápida y muy fácil de utilizar. No doy 5 estrellas porque muchas piezas como la tapa del depósito de agua, el depósito del filtro, etc...están hechas en plástico que parece endeble. Ya os diré si dura o no. Pero , por la marca, esperaba una pieza no tan ""blanducha"", aunque claro, así pesa poquísimo que también es algo a tener en cuenta.",Masi,Revisado en España el 24 de septiembre de 2022,funciona rápida fácil utilizar doy estrellas muchas piezas tapa depósito depósito filtro etc hechas plástico parece endeble diré dura marca esperaba pieza tan blanducha aunque claro así pesa poquísimo tener cuenta
Entra bien,"4,0 de 5 estrellas",El funcionamiento perfecto en la elaboración del café. Es muy ligera de peso lo que te obliga a cogerla para extraer la jarra lo que resulta incómodo,Andres CV,Revisado en España el 10 de mayo de 2023,funcionamiento perfecto elaboración ligera peso obliga cogerla extraer jarra resulta incómodo
Para uno bien,"4,0 de 5 estrellas",Para una persona está bien. Plástico puro pero cumple su función,Alberto,Revisado en España el 6 de julio de 2023,persona plástico puro cumple función
Muy util,"4,0 de 5 estrellas",Hace buen cafe y rapido,Cliente Amazon,Revisado en España el 27 de julio de 2023,buen rapido
Cafetera,"4,0 de 5 estrellas","Tiene un tamaño muy compacto y realiza muy bien su función.
Capacidad para varios cafés y tiene la opción de mantenerlo caliente.
Las contras que le veo es que el filtro es el que trae y no se puede cambiar",Loli,Revisado en España el 8 de febrero de 2023,tamaño compacto realiza función capacidad varios cafés opción mantenerlo caliente veo filtro trae puede cambiar
esta bien pero es caro,"4,0 de 5 estrellas",es caro,Boris pino leal,Revisado en España el 9 de agosto de 2023,caro
Buen café,"4,0 de 5 estrellas","La única pega que le pongo es su peso, siempre que cojo la jarra de Café me llevo todo el chisme.",Alacran,Revisado en España el 13 de mayo de 2023,única pega pongo peso siempre cojo jarra llevo chisme
Buena compra.,"4,0 de 5 estrellas","Solo la he probado una vez, pero parece que funciona bien. Es rápida y no hace apenas ruido.",David,Revisado en España el 22 de mayo de 2023,solo probado vez parece funciona rápida apenas ruido
Buena relación calidad precio,"5,0 de 5 estrellas","Es una cafetera simple y si eres muy cafetero te dará para solo para 2 o 3 vasos grandes, los materiales son de una calidad media, pero si la tratas con cuidado funciona perfectamente, yo la uso en el trabajo y por ahora de 10.",Johfra,Revisado en España el 15 de octubre de 2023,simple cafetero dará solo vasos grandes materiales calidad medium tratas cuidado funciona perfectamente uso trabajo ahora
Algo pequeña,"4,0 de 5 estrellas",No pesa mucho y es fácil de utilizar,Jesús,Revisado en España el 17 de junio de 2023,pesa fácil utilizar
Buena compra,"4,0 de 5 estrellas","Buen producto a un buen precio y con la calidad de la marca, por ahora hemos probado poco, diseño elegante ya que todas suelen ser negras y esta es más bella al ser blanca y ocupa poco espacio, ideal si no tienes mucho espacio pero quieres disfrutar del café de siempre...estas melitas son siempre buena opción....espero que el desgaste no la mate porque a veces del vapor terminan por no encajar bien, contentos por ahora con la compra y recpmndable",Bruno,Revisado en España el 8 de enero de 2022,buen producto buen precio calidad marca ahora probado diseño elegante toda suelen ser negras bella ser blanca ocupa espacio ideal espacio quieres disfrutar siempre melitas siempre opción espero desgaste mate veces vapor terminan encajar contentos ahora compra recpmndable
Bella pero con deficiencias,"3,0 de 5 estrellas","Es muy bonita, pero hay algunas cosas que no me gustan: cuando vas a poner el café en la taza, si no tienes mucho cuidado te cairá un poco sobre la mesa. Una deficiencia de design. E lo peor es la temperatura del café. Para mi gusto un poco baja, especialmente en invierno",cyro campagnola,Revisado en España el 17 de abril de 2023,bonita cosas gustan va poner taza cuidado cairá mesa deficiencia design peor temperatura gusto baja especialmente invierno
Un año y rota,"1,0 de 5 estrellas",Un año y rota,Arturo,Revisado en España el 13 de julio de 2024,año rota
No la recomiendo (actualizado),"1,0 de 5 estrellas","He tenido varias cafeteras de goteo a la lo largo de toda mi vida y estas ha sido la que más me ha decepcionado.
Plásticos de mala calidad, la jarra vierte el contenido líquido hacia atrás, la apertura del compartimiento del caféno se puede abrir mientras se está haciendo... Tiene un precio excesivo para la calidad y el diseño, no la recomiendo en absoluto. El café lo hace como cualquier cafetera de este tipo, no tiene más.
*Actualización*
Sin duda la peor que he tenido hasta la fecha, tras tiempo ya usándola.
Al sacar la jarra echa a chorro el café y no puedes quitarla jarra hasta que todo el liquido esté en ella.
No la recomiendo.",Jesús,Revisado en España el 12 de mayo de 2023,varias cafeteras goteo largo toda vida sido decepcionado plásticos mala calidad jarra vierte contenido líquido hacia atrás apertura compartimiento caféno puede abrir mientras haciendo precio excesivo calidad diseño recomiendo absoluto cualquier tipo actualización duda peor fecha tras tiempo usándola sacar jarra echa chorro puedes quitarla jarra liquido recomiendo
3 días ha durado,"1,0 de 5 estrellas","Tiene exactamente 4 tanques de café la cafetera, de hecho sigue con la garantía. Al retirar el vaso de cristal donde se almacena el café para poder rellenar la parte de arriba para hacer café, boom se rompe!!! Este cristal es más fino que un folio. Esta misma no la compréis porque no os va a durar ni dos meses. Ya veréis. Menos mal que no me he cortado ni nada, al tenerla agarrada por el mango. Mucho cuidado",Miguel Angel,Revisado en España el 27 de julio de 2023,exactamente tanques hecho sigue garantía retirar vaso cristal almacena poder rellenar parte arriba hacer boom rompe cristal fino folio misma compréis va durar veréis menos mal cortado tenerla agarrada mango cuidado
Fatal atención no existe devolución ninguna,"1,0 de 5 estrellas","La cafetera ha durado un mes o menos
Ya vino con la tapa rota y a las semanas empezó a salirse el agua
La devolución del producto es de un mes , cosa que en todos los electrodomésticos suele ser de un año mínimo . No la compréis",Lucia,Revisado en España el 30 de septiembre de 2023,durado menos vino tapa rota semanas empezó salirse devolución producto cosa electrodomésticos suele ser año mínimo compréis
Muy mala,"1,0 de 5 estrellas",Cuando la coges parece endeble. Muy plástico. A la segunda que la he puesto el agua se ha salido alrededor de la taza y el café. Al meter la jarra no hace bien contacto con el cacharro que comunica con el café y se sale todo. Es barata pero no merece la pena. Dinero tirado.,Anonimo,Revisado en España el 13 de junio de 2023,coges parece endeble plástico segunda puesto salido alrededor taza meter jarra contacto cacharro comunica sale barata merece pena dinero tirado
Demasiado plástico,"1,0 de 5 estrellas","Funciona bien pero es toda de plástico, incluido el filtro y x donde pasa y se calienta el agua. No hay ninguna pieza de acero inoxidable. Toda la cafetera es de una pieza, el depósito del agua no es extraible y es muy difícil limpiarlo.",Luwi,Revisado en España el 9 de agosto de 2023,funciona toda plástico incluido filtro x pasa calienta ninguna pieza acero inoxidable toda pieza depósito extraible difícil limpiarlo
"Muy mala calidad, no compréis","1,0 de 5 estrellas","Esta cafetera no sirve para nada, no debe tener presión o no saca el agua suficientemente caliente porque el café no sabe nada sale casi agua sin color devuelta inmediatamente y todavía espero el reembolso",Raul,Revisado en España el 27 de octubre de 2023,sirve debe tener presión saca suficientemente caliente sabe sale casi color devuelta inmediatamente todavía espero reembolso
Aparentemente correcto pero elementos internos de baja calidad,"1,0 de 5 estrellas","En general, cumplió con su funcionamiento. Pero tras dos usos, la parte plástica del filtro de café (originalmente de color blanco) ya estaba manchada de marrón; además, después de una semana de uso diario de cafetera, y lavar posteriormente el filtro, este se rompió.
Finalmente tuve que devolverla porque la casa me ofrecía solo una sustitución de filtro durante el periodo de garantía, tardaban 3 semanas en enviarlo, y los siguientes que pidieran costaban 11€.",Almudena,Revisado en España el 5 de marzo de 2023,general cumplió funcionamiento tras usos parte plástica filtro originalmente color blanco manchada marrón además después semana uso diario lavar posteriormente filtro rompió finalmente devolverla casa ofrecía solo sustitución filtro periodo garantía tardaban semanas enviarlo siguientes pidieran costaban
Materiales de mala calidad,"1,0 de 5 estrellas","Al hacer dos depósitos iniciales de agua, tal como indica el fabricante, la temperatura del líquido hizo que el asa de la jarra se soltara de su parte superior por la temperatura al sujetarla con el peso del agua de las 6 tazas. El plástico se ablandó y la uña superior se soltó de la jarra de vidrio, por suerte no te rompió y la pudimos arreglar con un poco de cinta americana. Vaya materiales plásticos más malos usáis señores de Ufesa! Haremos no más de 2 tazas y veremos por donde se rompe ahora
:-(",Francisco Herrador,Revisado en España el 2 de octubre de 2022,hacer depósitos iniciales tal indica fabricante temperatura líquido hizo asa jarra soltara parte superior temperatura sujetarla peso tazas plástico ablandó uña superior soltó jarra vidrio suerte rompió pudimos arreglar cinta americana vaya materiales plásticos malos usáis señores ufesa haremos tazas veremos rompe ahora
Despues de 3 meses no enciende,"1,0 de 5 estrellas","Fatal. Al principio el café sabía a plástico. La lavabamos y lavabamos y nada. Al final ya hacía buen café.
Pues ha durado TRES MESES! Un desastre. Ahorraos el dinero",Carla,Revisado en España el 15 de octubre de 2023,fatal principio sabía plástico lavabamos lavabamos final hacía buen pues durado tres desastre ahorraos dinero
Duro 1 mes y medio,"1,0 de 5 estrellas","Lo compre, y todo estaba bien hasta que de la nada la jarra de vidrio se rompio sola, se desfondo por algun motivo y el vidrio se separo. Ahora tengo una cafetera sin jarra. Claramente es de mala calidad, asi que no la compren.",Ivan Jinkus,Revisado en España el 22 de julio de 2023,compre jarra vidrio rompio sola desfondo algun motivo vidrio separo ahora jarra claramente mala calidad asi compren
Jarra poco resistente,"1,0 de 5 estrellas","La cafetera está bien de tamaño y práctica, pero a los 4 días de uso se cuarteó la jarra. La hemos devuelto.",Javier G.,Revisado en España el 25 de octubre de 2023,tamaño práctica días uso cuarteó jarra devuelto
Mala calidad,"1,0 de 5 estrellas","Muy mala calidad, es difícil meter y sacar la jarra de cristal en la cafetera. Chorrea gotas de café, muy muy mala calidad.",Cliente de Kindle,Revisado en España el 5 de octubre de 2023,mala calidad difícil meter sacar jarra cristal chorrea gotas mala calidad
Sin envoltorio,"1,0 de 5 estrellas",La cafetera venía sin envoltorio solo la caja y sin precintar y la cafetera un poco arañada por arriba,Luisa,Revisado en España el 20 de octubre de 2023,venía envoltorio solo caja precintar arañada arriba
VASO ROTO,"1,0 de 5 estrellas",La he estrando y se ha roto el vaso al terminar de hacer el café.,Nicolas Reyes Rinckoar,Revisado en España el 18 de octubre de 2023,estrando roto vaso terminar hacer
Decepcionante,"1,0 de 5 estrellas","Las medidas están como al azar, la capacidad de la carga de café es tan pequeña que si pones suficiente café se desborda y cae todo el poso en la jarra y si consigues que no se desborde tendrás una magnífica agua caliente un poco manchada de color café. Nada recomendable, casi cualquier cafetera es menos tediosa y te permite preparar café.",Cliente Amazon,Revisado en España el 19 de octubre de 2022,medidas azar capacidad carga tan pequeña pone suficiente desborda cae poso jarra consigues desborde magnífica caliente manchada color recomendable casi cualquier menos tediosa permite preparar
"No sirve para nada ya me puedo comprar otra ,pero en tienda física y por supuesto ufesa NO","1,0 de 5 estrellas",Recibida en septiembre y en octubre ESTROPEADA,José M.,Revisado en España el 26 de octubre de 2023,recibida septiembre octubre estropeada
