title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Café de excelente calidad,"5,0 de 5 estrellas","Digo ""café de excelente calidad"" pero, eso sí, siempre que la materia prima sea de calidad. Vamos, que no lo estropea. Eso sí, la espuma que hace con la leche no es una maravilla. Aquí cada cual podrá valorar si le importa más que con esa espuma haga un capuchino o un latte machiato aceptables, pero, eso sí, de forma totalmente automática o si le importa más la propia calidad de la espuma. En este caso, igual sería más recomendable optar por la hermana menor (la que no tiene el LatteGo) y comprar también un espumador de leches de Philips (que le dará una espuma mucho mejor), con un desembolso total equivalente.",Iosu,Revisado en España el 4 de octubre de 2019,NEU,NEU,POS
★★★ CAFETERA PARA LOS MENOS EXIGENTES ★★★,"3,0 de 5 estrellas","Play Video
Hola!

Si buscais una cafetera practica sencilla y no os fijáis mucho en lo que es calidad del café ni tampoco en el gran ruido que esta puede hacer, esta cafetera es tu producto ideal!

Vengo de una Cafetera ""Delonghi Dedica Expresso"" y buscaba una cafetera con molinillo integrado... Ultimamente me estoy aficionando mucho a los cafés de especialidad y buscaba que esta realmente me sirviera para guardar todo el aroma del café y hacer siempre una misma extracción perfecta, limpia y perfecta de expresso/Machiattto/ capuchino.

PERO NO FUÉ ASI...

Para resumir brevemente aquí van los puntos positivos y negativos;

+ Fácil de usar y práctica
+ El descalificado de agua es un lujo
+ Limpiar el recipiente de leche es muy sencillo
+ Muy poco mantenimiento

- Hace un ruido BESTIAL, no lo tenía importancia ya que eso lo leí previamente en reviews, pero es que es exagerado...
- Gasta mucha agua, no es por ser ahorrador, sino que eso implica que cada 2 3 días tenga que cambiar el recipiente de agua!!!
- El café no lo exprime bien, no sale la crema de café, prové de cambiar el tipo de molienda a 5,6,7,8 y los cafés tanto molido como en grano pero nada, la extracción no es buena.
- El latte go (recipiente que hace espuma de leche) no hace buena espuma.

!!!!!CONCLUSION!!!!!
Si quieres subir de nivel, tener una cafetera mejor a la que ya tenias, si buscas calidad de un expresso, un café latte de STARBUCKS, un café bien extraído con su aroma y crema, que sea una maquina mínimamente agradable al oído , este producto no es el tuyo.

Espero que la información os sea de utilidad y os ayude a decidir si comprar o no el producto 😜 Gracias por leerme. Para cualquier duda hacer preguntas en el apartado correspondiente y estaré encantada de ayudaros en lo que pueda",Yosaf,Revisado en España el 4 de mayo de 2020,POS,NEU,NEG
Bien.,"4,0 de 5 estrellas",Hace muy buen cafe. Consume mucha agua . Recomendado para mucho uso.,Juan,Revisado en España el 9 de agosto de 2024,NEU,POS,POS
Faltan en libro de instrucciones y los accesorios.,"1,0 de 5 estrellas","En principio la cafetera parece que funciona, pero venía en un embalaje que no parece el suyo y sin accesorios ni pegatinas de protección…. Me da la sensación de que ya lo habían abierto.",Cliente Amazon,Revisado en España el 2 de agosto de 2024,NEU,NEG,NEG
Hace buen café,"4,0 de 5 estrellas","Hace buen café, lo único es q la hora de hacer el café echa siempre un chorro de agua y me parece incómodo porque tengo que tirar esa agua que sale antes del café , por lo demás está perfecta .y",tiago,Revisado en España el 1 de agosto de 2024,NEU,NEU,POS
Buen cafe,"4,0 de 5 estrellas",Llevo 1 mes con ella y de momento café muy bueno. No entiendo el que tenga que limpiar y gastar agua al encender y al apagar pero por lo demás bien,Guillem vidal ferrer,Revisado en España el 31 de julio de 2024,NEU,NEU,POS
El buen café,"4,0 de 5 estrellas","Cafetera súper eficiente, hace café mejor que muchas cafeterías.
No la devolví porque la prove y me gusto, pero el paquete venia abierto y faltaba el libro de obstrucciones.",Arturo Gonzalez Garcia,Revisado en España el 31 de julio de 2024,NEU,NEU,POS
"Tremendamente contento, la recomiendo","5,0 de 5 estrellas","Llevo 7 meses con esta cafetera después de que otra más cara y aparentemente mejor me fallara varias veces en dos años y no puedo estar más contento. El café sale genial y riquísimo, se autolimpia al encenderla y apagarla y tiene un mantenimiento muuuy sencillo",Javier,Revisado en España el 29 de julio de 2024,NEU,POS,POS
Cafetera 10/10,"5,0 de 5 estrellas",Muy buena cafetera! Ahorras muchísimo dinero y además hace un café espectacular,daniel,Revisado en España el 27 de julio de 2024,NEU,POS,POS
El café recién molido!!!,"5,0 de 5 estrellas","Pues funciona bastante bien. Te muele el café en el momento si así lo deseas, tb puedes usar café molido, hace cortos, café americano y se le puede regular la cantidad de grano o agua al gusto. Trae mecanismo de auto limpieza y aunque es más grande de lo que parece, estéticamente es agradable. En resumen, un acierto.",MARIA BELCHER,Revisado en España el 27 de julio de 2024,NEU,POS,POS
Calidad precio,"4,0 de 5 estrellas","Solamente la tengo 15 días.
Pero de momento un café muy bueno 👌 👍",jose,Revisado en España el 26 de julio de 2024,NEU,POS,POS
Buena cafetera,"5,0 de 5 estrellas","Estoy todavía en fase de pruebas de la cafetera, pero comparada con la otra anterior de cápsulas, ésta es muy superior incluso usando el mismo tipo de café. Las habrá mejores pero dentro de su clase es la mejor calidad/precio que puedes comprar y encima española.",Ciritione,Revisado en España el 26 de julio de 2024,POS,POS,POS
"Relación calidad precio, correcto","4,0 de 5 estrellas","Por su precio la cafetera es correcta, funciona bien y no es ruidosa.",sylvia gonzalez,Revisado en España el 23 de julio de 2024,NEU,POS,POS
Contento,"4,0 de 5 estrellas","De momento todo ok, falta usar-la más tiempo",Cliente Amazon,Revisado en España el 21 de julio de 2024,POS,NEU,POS
"Fácil de usar, útil y rápida","5,0 de 5 estrellas","Estoy encantado con esta cafetera superautomática de Cecotec. Es rápida y versátil, ya que te permite preparar un café de calidad al gusto de cada uno (cantidad de agua, gramos de café, nivel de molienda…). El espumador de leche es perfecto para darle ese toque estético a cada taza, con una buena textura y sabor. También espuma bien leches vegetales. Además, no es muy grande y tiene un diseño compacto. Incluso para cocinas pequeñas como la mía, no ocupa mucho espacio. La relación calidad-precio es genial, especialmente, si consigues comprarla con la oferta que ocasionalmente lanzan (unos 50€ menos del precio original). Sin embargo, hay que decir que consume bastante agua porque se limpia automáticamente cada vez que la enciendo y apago. A pesar de esto, es una gran opción para los amantes del buen café que buscan comodidad y sabor a un precio bastante asequible para ser una cafetera superautomática.",EduBM,Revisado en España el 20 de julio de 2024,POS,POS,POS
Cecotec no tiene servicio técnico,"1,0 de 5 estrellas","Ni se os ocurra comprar nada cecotec. Y menos algo caro. No tiene servicio técnico. Ni nadie que responda de la garantía. Si se estropea, te lo comes. Sin más.",Santos,Revisado en España el 20 de julio de 2024,NEU,NEG,NEG
Buen precio,"5,0 de 5 estrellas","La compré a buen precio , es muy completa , lo único que no me gusta es que cuando se enciende y se apaga echa agua por que limpia la tubería por donde sale el café , eso es bueno por que así tu café no sale con restos del anterior pero eso hace que gaste agua y el depósito es de 1,2 l , así es que cada dos por tres hay que rellenarlo , por lo demás es cómoda y el café te sale recién molido",Angela,Revisado en España el 20 de julio de 2024,NEU,NEU,POS
Cumple,"5,0 de 5 estrellas",Muy buena!!!,Curisipi,Revisado en España el 18 de julio de 2024,NEU,POS,POS
Cafés perfectos.,"5,0 de 5 estrellas",Es una verdadera maravilla. Hace cafés perfectos en sabor y aroma. Además rápido. Excelente compra. Eso sí. Se autolimpia y gasta agua.,Cliente Amazon,Revisado en España el 16 de julio de 2024,NEU,POS,POS
"Producto defectuos, incompleto y usado","1,0 de 5 estrellas","Falta el recipiente del agua y se ve claramente que es una cafetera usada, con golpes en una de las esquinas.",Jesus Daza Nuñez,Revisado en España el 13 de julio de 2024,NEU,NEG,NEG
Cafetera facil de utilizas y de limpiar,"5,0 de 5 estrellas","Una vez me llego, fue muy facil la instalacion y la configuracion de la misma.
Tiene muchas funciones disponibles para adaptar tu café como a ti te guste. Los ml de agua por cada café, los gramos de café por cada café, el tamaño del molido del café.

Ademas la compre en un momento de oferta con lo que me salio 50€ mas economica. Calidad precio muy bien.",Cliente Amazon,Revisado en España el 10 de julio de 2024,NEU,POS,POS
Totalmente recomendable,"5,0 de 5 estrellas","Diseño muy bonito, sencillo y elegante. Funciona de maravilla y el café sale buenísimo.
Todo esto a un precio mucho inferior a otras similares.
Muy contentos con la compra, por supuesto que la recomiendo",Cliente Amazon,Revisado en España el 7 de julio de 2024,NEU,POS,POS
Recomendable,"4,0 de 5 estrellas","Llego antes de tiempo , tal y como lo describen , fue para un regalo y esta encantada",Teresa,Revisado en España el 6 de julio de 2024,NEU,POS,POS
Superautomatica a precio insuperable!,"5,0 de 5 estrellas","Me alegró la vida en la oficina. Si usas buen grano el cafe es muy correcto, y el espumador de leche funciona bien.
Es un poco ruidosa pero es facil de usar y limpiar.",fede zen,Revisado en España el 4 de julio de 2024,NEU,POS,NEU
Un chasco,"1,0 de 5 estrellas","A los dos meses el espumador dejo de hacer espuma.
Bonita pero calidad pesima",Manuel,Revisado en España el 3 de julio de 2024,NEU,NEG,NEG
Encantado,"5,0 de 5 estrellas","Producto de muy buena calidad, encantado estoy de no haber fallado en la elección.",Fernando,Revisado en España el 3 de julio de 2024,NEU,POS,POS
Me encanta,"5,0 de 5 estrellas",Hace un café buenísimo,Cliente Amazon,Revisado en España el 1 de julio de 2024,NEU,POS,POS
Un café de barista,"5,0 de 5 estrellas","Si le coges el truco a montar bien la leche, tomarás un café con leche mejor que el de la cafetería. Increíble",marc Ortega Solano,Revisado en España el 1 de julio de 2024,NEU,POS,POS
Espléndida,"5,0 de 5 estrellas","Compacta, con 19.bares,buena crema y espumador.",Claudio Garcia,Revisado en España el 26 de junio de 2024,NEU,POS,POS
Buena cafetera,"4,0 de 5 estrellas",Fácil y autolimpiable. Buen aroma del café,Eloy,Revisado en España el 21 de junio de 2024,NEU,POS,POS
rápido en recibirla,"3,0 de 5 estrellas","la he recibido hace un par de días, al ponerla en marcha salía el agua sucia turbia, los cafés salen demasiado aguachados y sin crema, soy muy cafetero del expreso de bar, la devolveré ya que no se si es que es así o si he recibido algo defectuoso",ANTONIO M,Revisado en España el 21 de junio de 2024,NEU,NEG,NEG
Muy buena compra!,"5,0 de 5 estrellas","Yo que soy bastante cafetero esto me ha venido como anillo al dedo, ahora te bebes un café con solo tocar un botón! Es una super automática a un precio muy competitivo.",Juv3,Revisado en España el 17 de junio de 2024,POS,POS,POS
Muy contenta con la compra,"5,0 de 5 estrellas","Cafetera muy comoda,cafe muy bueno,no ocupa gran tamaño.facil de limpiar y todas las quejas de los pitidos,del gasto de agua etc me parecen exageradas. Es muy llevadera y el cafe super bueno y comodo.",beatriz,Revisado en España el 16 de junio de 2024,POS,POS,POS
Mucho desperdicio de agua,"3,0 de 5 estrellas","Después de casi 1 mes de uso, entre limpieza y limpieza, suelta mucho agua, algo que debería estar muy cuidado.
No me parece razonable.
Respecto al funcionamiento general, va muy bien.",Javier,Revisado en España el 16 de junio de 2024,POS,NEG,POS
Perfecta,"5,0 de 5 estrellas",Fácil de usar bonita y compacta,Cliente Amazon,Revisado en España el 16 de junio de 2024,NEU,POS,POS
La comodidad,"3,0 de 5 estrellas","Tiene el gran defecto de que desperdicia mucha agua, creo que la estanqueidad no está conseguida.",Juan Antonio Hereza,Revisado en España el 27 de mayo de 2024,NEU,NEG,NEG
Muy buena máquina,"5,0 de 5 estrellas",Después de un mes de uso sólo puedo decir que es una maravilla,Jose,Revisado en España el 26 de mayo de 2024,NEU,POS,POS
Excelente,"5,0 de 5 estrellas","Hace ruido? Claro, como va a moler el grano sin hacer ruido.
Usa mucha agua? Claro, pero no mas de la que usas limpiando a mano los componentes.
El cafe que hace es excelente.
Nosotros la programamos para que este encendida 10 horas, asi hace una limpieza inicial y otra al final de la tarde.",Juanfer Pérez Rodrigo,Revisado en España el 23 de mayo de 2024,NEU,NEU,POS
Café ideal,"5,0 de 5 estrellas",Fue para un regalo y quedé de maravilla!!,Bárbara,Revisado en España el 22 de mayo de 2024,NEU,POS,POS
Compacta,"5,0 de 5 estrellas",Muy compacta y practica y tiene luz,Mery,Revisado en España el 19 de mayo de 2024,NEU,POS,POS
Calidad/precio,"5,0 de 5 estrellas","Buena cafetera, saca un buen cafe y es facil de limpiar... calidad/precio insuperable.",Javi C.,Revisado en España el 19 de mayo de 2024,NEU,POS,POS
